hour,p_import_mw,p_export_mw,p_ely_mw,p_fc_mw,p_dg_mw,p_curt_mw,soc_mwh,objective_eur
298,8.2265305,0.0,0.0,0.0,5.0,0.0,0.0,108334.43389492687
299,14.000284,0.0,0.0,0.0,5.0,0.0,0.0,102805.08091574686
300,13.855557,0.0,0.0,0.0,5.0,0.0,0.0,96134.06674679887
301,8.9533657,0.0,0.0,0.0,5.0,0.0,0.0,87871.59753947887
302,10.67439,0.0,0.0,0.0,5.0,0.0,0.0,80800.77465433646
303,7.0564688,0.0,0.0,0.0,5.0,0.0,0.0,73590.90411793647
304,4.4046467,0.0,0.0,0.0,5.0,0.0,0.0,70254.27052842527
305,9.4155388,0.0,0.0,0.0,5.0,0.0,0.0,68210.31836025689
306,6.4760862,0.0,0.0,0.0,5.0,0.0,0.0,64398.078421784885
307,5.5345851,0.0,0.0,0.0,5.0,0.0,0.0,60279.08212287289
308,5.3103545,0.0,0.0,0.0,5.0,0.0,0.0,57082.12875871488
309,3.6888632,0.0,0.0,0.0,5.0,0.0,0.0,53140.04080210489
310,6.2078666,0.0,0.0,0.0,5.0,0.0,0.0,50342.06735784889
311,5.6534667,0.0,0.0,0.0,5.0,0.0,0.0,46624.995878420894
312,5.0827371,0.0,0.0,0.0,5.0,0.0,0.0,45476.232608940896
313,2.1749276,0.0,0.0,0.0,5.0,0.0,0.0,42696.117324912884
314,0.87327327,0.0,0.0,0.0,5.0,0.0,0.0,41312.13199234488
315,0.19779583,0.0,0.0,0.0,5.0,0.0,0.0,40153.727406161284
316,0.5230617,0.0,0.0,0.0,5.0,0.0,0.0,40927.072169948886
317,0.0,0.0,0.0,0.0,2.1945201,0.0,0.0,40273.59730239289
318,0.0,1.2522892,0.0,0.0,0.0,0.0,0.0,41964.61007650969
319,0.0,0.0,0.0,0.0,2.7005789,0.0,0.0,46805.2424040856
320,0.35850883,0.0,0.0,0.0,0.0,0.0,0.0,51760.379136049596
321,0.0,0.0,0.0,0.0,2.2912331,0.0,0.0,56539.3979868248
322,0.0,0.0,0.0,0.0,2.4520298,0.0,0.0,61589.226445584805
323,1.4786717,0.0,0.0,0.0,5.0,0.0,0.0,67183.0640359388
324,0.0,0.0,0.0,0.0,3.0427052,0.0,0.0,71424.1734670288
325,0.0,0.24379262,0.0,0.0,0.0,0.0,0.0,76272.0903502468
326,0.0,0.0,0.0,0.0,1.6155944,0.0,0.0,80186.2680966852
327,0.79354818,0.0,0.0,0.0,5.0,0.0,0.0,85885.4106613092
328,0.56811211,0.0,0.0,0.0,5.0,0.0,0.0,88468.9442405604
329,2.2598966,0.0,0.0,0.0,5.0,0.0,0.0,91747.7798329468
330,0.0,0.0,0.0,0.0,3.5137853,0.0,0.0,93988.1311829208
331,0.0,0.0,0.0,0.0,4.6426874,0.0,0.0,98226.3191390748
332,0.0,0.0,0.0,0.0,2.7134807,0.0,0.0,100343.3421392988
333,0.0,0.0,0.0,0.0,3.2792514,0.0,0.0,103528.17031876679
334,0.0,0.0,0.0,0.0,4.3076444,0.0,0.0,106606.57105663078
335,3.2024057,0.0,0.0,0.0,5.0,0.0,0.0,109607.23139716679
336,0.0,0.0,0.0,0.0,4.1156932,0.0,0.0,110418.85739499879
337,0.0,0.0,0.0,0.0,4.1896883,0.0,0.0,111494.35066455879
338,0.0,0.0,0.0,0.0,3.3352914,0.0,0.0,111996.4931443904
339,1.8478444,0.0,0.0,0.0,5.0,0.0,0.0,112372.4450143904
340,0.0,0.0,0.0,0.0,4.0926082,0.0,0.0,110040.1288659984
