hour,p_import_mw,p_export_mw,p_ely_mw,p_fc_mw,p_dg_mw,p_curt_mw,soc_mwh,objective_eur
186,8.335200304149424,0.0,2.8797887921704537e-10,1.5717909422531398e-11,0.0,0.0,2.4635723595858446e-10,59040.9166025337
187,6.789838259463784,0.0,5.453605515096677e-10,9.44081424426272e-12,3.126520998772954e-11,0.0,4.3029057179717083e-10,55326.26868355428
188,6.145341483143961,0.0,1.0055242791578806e-09,1.685072143633723e-11,7.292913594350636e-11,0.0,7.882272416388666e-10,51956.84755159027
189,5.322250062852479,0.0,3.822584853092311e-10,5.663223679522223e-11,3.473100578982149e-11,0.0,3.7573851752434253e-10,49157.12377810914
190,7.415116226629246,0.0,7.157468811704985e-10,6.794679420479731e-13,7.287858726260613e-11,0.0,5.98621620651519e-10,47103.842545570886
191,7.425207186154853,0.0,1.1417143591056051e-09,1.403148981608148e-11,7.787033939776225e-12,0.0,9.292262612907533e-10,43692.88428329295
192,4.554843526584735,0.0,8.316170245655635e-10,6.696889198815213e-11,0.0,0.0,7.068528738775141e-10,41885.36901838785
193,2.4154313701212984,0.0,9.709432615881726e-09,1.4231676589292314e-10,1.619259689226631e-11,0.0,6.747043541108997e-09,39708.1587373072
194,1.2024743891840153,0.0,1.2285210990969958e-09,5.081302550346886e-10,0.0,0.0,1.732355980410235e-09,38861.17868802229
195,2.2848986996868597,0.0,1.2244124833846243e-09,1.319418611975061e-10,1.3812448072444254e-12,0.0,1.0785846167174447e-09,38505.037180788495
196,1.9178641301332373,0.0,1.5315071448906745e-09,9.51656158290127e-11,2.493387355004776e-12,0.0,1.1890235603462446e-09,38828.06885380617
197,2.6235019582139527,0.0,1.0920084902012772e-09,1.055523678508127e-10,0.0,0.0,8.911750735808465e-10,39293.86599932949
198,1.7881985779737377,0.0,1.2672650500390448e-09,9.602924887122823e-11,0.0,0.0,9.53807363006709e-10,40885.081561274084
199,3.5762141660327593,0.0,1.2400184872564085e-09,9.64541193752927e-11,0.0,0.0,9.496216408331772e-10,42066.837329682625
200,4.447049917439315,0.0,1.2425449698333592e-09,9.436903344564771e-11,0.0,0.0,9.540369106426005e-10,44858.68115206308
201,7.268345037370424,0.0,2.1829565041527856e-09,7.511677919760508e-11,0.0,0.0,1.6464740804292935e-09,45692.46004754625
202,2.634486800274673,0.0,2.0659901206239584e-09,1.3361652866645607e-10,0.0,0.0,1.6438130888611692e-09,48333.80170121446
203,8.47746801803995,0.0,4.82977235723043e-09,1.533727388092967e-10,0.0,0.0,3.547151526214553e-09,49958.72548592837
204,7.4577639208587065,0.0,1.4005867585660654e-08,4.752672630451722e-10,0.0,0.0,9.941768387552728e-09,51127.37685571908
205,4.819684957849292,0.0,1.6062289075840522e-08,9.844329648914652e-10,0.0,0.0,1.222954898990219e-08,52445.21561744479
206,5.0390669136841115,0.0,2.085956702113392e-09,9.206396957935659e-10,0.0,0.0,3.0456921558242138e-09,56359.20765596887
207,7.804443841575383,0.0,2.2948235160396108e-08,5.611815196544799e-10,0.0,0.0,1.5946995050558105e-08,58910.206818468425
